text,label
never liked netflix netfux cancelling subscription buy movie elsewhere never go amazon another usa trump hater streaming video either putting nigger cunt board upcoming male cunt obummer show netfux done,1
user jihad mainly responsible jihadi like u r greatly responsible stop jihad world much much peaceful,0
fucking hate bitch,0
free weev need another ruby ridge torba faggot kike,1
show wetback hating color see white hater worry muzzie see gallows,1
literally every white person business art class even girl play solitaire even play solitaire promise u lecture way interesting,0
lrt want squid man grape boi,0
saw fella full nazi skull tattoo b q,0
female get relationship advice friend even keep nigga,0
donald trump dolzeal michael jordan gay libtards maga scott adam,1
aubrey life highway swanson life bitch day one,0
user user kill la,0
dwg courtois fucking disgrace,0
rick ripping guy throat save carl getting raped old hillbilly top number savage twd moment,1
vcu got bunch potential blacked star nigger massive,0
user ching chong oil,1
user fr rain killing combined cold,0
get levi pair black sneaker white pair,0
user yeah bullshit someone raped paid sex def difference,0
much better brugge chance controlled game two chance scored cuz courtois fucking bum,0
user ching chong swat friend something,1
user normative people use excuse treat u subhuman ace people get raped fix lack interest sound similar trying fix gender identity similar mean forcing u conform normal magically change u ci,0
leave one wolf alive sheep whitewalkers never safe,0
user user relate tho lmao worried ab tweet idc ab anyone twitter scroll laugh hoe,0
weed guy emotional nigga ever,0
elder monroe swarming street downtown outdoor concert lot motown lot orthopedic shoe,0
shout ol jew ol rule,0
cause grimy world nigga bout shit,0
fat faggot id child grow porky,1
let masha bitch send one nigger hebben,1
user user pointing disproportionate racial violence spreading hate earth would call disproportionate black white violence,0
merkel moron east german communist love muzzies german german kick fat as office,1
user well primary reason mostly supported fact nigger never keep energy word action,1
user need alcohol tolerance muslim country willingly go experience culture quite frankly immigrant forced come white supremacy economic effect home country,0
well ever wanted sum greasy hook nose performance number deep block behind team lingard pereira front number lmao cant wait get sack,0
watching queer eye wandering around house shoe sad carpet sad hate sad,0
user user go back come statement one interpretation anyone neutral racist statement want bbc neutral racism,0
user hopefully moslem run country,0
jew tell truth kike sympathizing cuck shilled virtue signalled kike reposted called truth,1
racist nigger tariq nasheed cry white supremacy working oj proved white supremacy myth,1
shown moral matter much nigger cock boyfriend take tonight,1
every time neocohens neolibshits bomb moslem country holding election islamist party inevitably win idea majority iranian want anything islamic theocracy empirically groundless seeing iran street vocal minority,1
shuttener kike bank,1
hey remember ago bunch gobly gook statue liberty beacon refugee im pretty sure say anything granting citizenship even partial citizenship,0
user phase included scene jack skellington shaved head hello kitty lesbian trans straight basic goth atheist basic white religious bitch,0
user need take nigger activity tl,1
user thank serious dyin better take care mom fill silence guy kill nothing dumbass waste effort,0
user left bring charge anyone wish right sits back watch senate bring charge judiciary misconduct foreign interference slander perhaps harassment maybe abuse power past number year,0
user also like raped principal season number,0
white people need start caring kind instead bending backwards every jigaboo savage would gladly kill fun cell phone,1
nothing regarding nigger school work sector based merit fucker get special treatment standard lowered writing thesis colonel number special herb spice,1
welfare kike scam enable nigger like sponge system pushed upon country unwillingly causing constant turmoil misery ever since abolished completely else got jew fellating ignoramus,1
holy shit ugly kike end,1
give fuck happy one le nigger take gib,1
british welfare state filthy mudshark us uk taxpayer money buy horse help cope depression dumped one nigger f ed censored another left number mulatto kid raise taxpayer dime,1
non white kike coming white revolution way,1
public hanging using short drop way body jerk breeze sends powerful message nigger think put paw white woman,1
california demograph spic percent beaner percent white percent asian percent nog percent jew california hey least percent nog,1
